column,dtype,missing_count,missing_rate,unique_count,sample_values,everyDB2_doc_meaning,inferred_nan_type,suggested_handling,reason,confidence
wide_odds_1_14,float64,13812,30.4,1497,"15.99, 15.99, 15.99",ワイドオッズ 馬番1-14,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_1_15,float64,18488,40.69,1317,"5.53, 5.53, 5.53",ワイドオッズ 馬番1-15,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_1_16,float64,23809,52.4,1116,"64.98, 64.98, 64.98",ワイドオッズ 馬番1-16,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_1_17,float64,40170,88.41,289,"2.71, 2.71, 2.71",ワイドオッズ 馬番1-17,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_1_18,float64,41392,91.1,224,"5.81, 5.81, 5.81",ワイドオッズ 馬番1-18,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_2_3,float64,417,0.92,1777,"1.9, 1.9, 1.9",ワイドオッズ 馬番2-3,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_2_4,float64,424,0.93,1784,"0.25, 0.25, 0.25",ワイドオッズ 馬番2-4,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_2_5,float64,372,0.82,1825,"0.31, 0.31, 0.31",ワイドオッズ 馬番2-5,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_2_6,float64,437,0.96,1774,"0.11, 0.11, 0.11",ワイドオッズ 馬番2-6,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_2_7,float64,521,1.15,1785,"0.24, 0.24, 0.24",ワイドオッズ 馬番2-7,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_2_8,float64,891,1.96,1811,"18.65, 18.65, 18.65",ワイドオッズ 馬番2-8,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_2_9,float64,1751,3.85,1825,"11.31, 11.31, 11.31",ワイドオッズ 馬番2-9,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_2_10,float64,3184,7.01,1818,"4.34, 4.34, 4.34",ワイドオッズ 馬番2-10,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_2_11,float64,5254,11.56,1767,"14.1, 14.1, 14.1",ワイドオッズ 馬番2-11,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_2_12,float64,7629,16.79,1636,"5.02, 5.02, 5.02",ワイドオッズ 馬番2-12,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_2_13,float64,10859,23.9,1612,"3.81, 3.81, 3.81",ワイドオッズ 馬番2-13,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_2_14,float64,13798,30.37,1481,"21.37, 21.37, 21.37",ワイドオッズ 馬番2-14,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_2_15,float64,18474,40.66,1325,"7.02, 7.02, 7.02",ワイドオッズ 馬番2-15,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_2_16,float64,23795,52.37,1093,"11.28, 11.28, 11.28",ワイドオッズ 馬番2-16,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_2_17,float64,40186,88.44,285,"1.9, 1.9, 1.9",ワイドオッズ 馬番2-17,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_2_18,float64,41408,91.13,221,"4.08, 4.08, 4.08",ワイドオッズ 馬番2-18,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_3_4,float64,371,0.82,1773,"5.26, 5.26, 5.26",ワイドオッズ 馬番3-4,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_3_5,float64,319,0.7,1789,"4.84, 4.84, 4.84",ワイドオッズ 馬番3-5,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_3_6,float64,370,0.81,1769,"1.69, 1.69, 1.69",ワイドオッズ 馬番3-6,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_3_7,float64,468,1.03,1791,"3.82, 3.82, 3.82",ワイドオッズ 馬番3-7,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_3_8,float64,844,1.86,1778,"25.14, 25.14, 25.14",ワイドオッズ 馬番3-8,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_3_9,float64,1711,3.77,1797,"19.36, 19.36, 19.36",ワイドオッズ 馬番3-9,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_3_10,float64,3144,6.92,1818,"7.61, 7.61, 7.61",ワイドオッズ 馬番3-10,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_3_11,float64,5223,11.5,1793,"16.52, 16.52, 16.52",ワイドオッズ 馬番3-11,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_3_12,float64,7608,16.74,1672,"9.43, 9.43, 9.43",ワイドオッズ 馬番3-12,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_3_13,float64,10860,23.9,1600,"4.9, 4.9, 4.9",ワイドオッズ 馬番3-13,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_3_14,float64,13799,30.37,1478,"30.77, 30.77, 30.77",ワイドオッズ 馬番3-14,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_3_15,float64,18475,40.66,1350,"10.49, 10.49, 10.49",ワイドオッズ 馬番3-15,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_3_16,float64,23796,52.37,1105,"19.6, 19.6, 19.6",ワイドオッズ 馬番3-16,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_3_17,float64,40187,88.45,288,"1.33, 1.33, 1.33",ワイドオッズ 馬番3-17,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_3_18,float64,41409,91.13,217,"3.6, 3.6, 3.6",ワイドオッズ 馬番3-18,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_4_5,float64,326,0.72,1786,"1.38, 1.38, 1.38",ワイドオッズ 馬番4-5,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_4_6,float64,391,0.86,1758,"0.19, 0.19, 0.19",ワイドオッズ 馬番4-6,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_4_7,float64,475,1.05,1760,"0.78, 0.78, 0.78",ワイドオッズ 馬番4-7,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_4_8,float64,851,1.87,1764,"8.82, 8.82, 8.82",ワイドオッズ 馬番4-8,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_4_9,float64,1725,3.8,1805,"5.04, 5.04, 5.04",ワイドオッズ 馬番4-9,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_4_10,float64,3158,6.95,1789,"1.14, 1.14, 1.14",ワイドオッズ 馬番4-10,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_4_11,float64,5229,11.51,1763,"5.44, 5.44, 5.44",ワイドオッズ 馬番4-11,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_4_12,float64,7624,16.78,1617,"1.41, 1.41, 1.41",ワイドオッズ 馬番4-12,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_4_13,float64,10898,23.98,1591,"1.14, 1.14, 1.14",ワイドオッズ 馬番4-13,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_4_14,float64,13837,30.45,1442,"9.41, 9.41, 9.41",ワイドオッズ 馬番4-14,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_4_15,float64,18487,40.69,1316,"2.16, 2.16, 2.16",ワイドオッズ 馬番4-15,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_4_16,float64,23794,52.37,1103,"2.66, 2.66, 2.66",ワイドオッズ 馬番4-16,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_4_17,float64,40186,88.44,285,"19.27, 19.27, 19.27",ワイドオッズ 馬番4-17,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_4_18,float64,41392,91.1,223,"33.84, 33.84, 33.84",ワイドオッズ 馬番4-18,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_5_6,float64,339,0.75,1740,"0.33, 0.33, 0.33",ワイドオッズ 馬番5-6,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_5_7,float64,423,0.93,1784,"0.94, 0.94, 0.94",ワイドオッズ 馬番5-7,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_5_8,float64,799,1.76,1776,"30.76, 30.76, 30.76",ワイドオッズ 馬番5-8,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_5_9,float64,1666,3.67,1826,"16.95, 16.95, 16.95",ワイドオッズ 馬番5-9,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_5_10,float64,3115,6.86,1782,"7.31, 7.31, 7.31",ワイドオッズ 馬番5-10,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_5_11,float64,5185,11.41,1755,"18.85, 18.85, 18.85",ワイドオッズ 馬番5-11,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_5_12,float64,7580,16.68,1646,"7.05, 7.05, 7.05",ワイドオッズ 馬番5-12,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_5_13,float64,10854,23.89,1588,"5.21, 5.21, 5.21",ワイドオッズ 馬番5-13,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_5_14,float64,13793,30.36,1467,"49.72, 49.72, 49.72",ワイドオッズ 馬番5-14,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_5_15,float64,18456,40.62,1305,"11.97, 11.97, 11.97",ワイドオッズ 馬番5-15,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_5_16,float64,23735,52.24,1112,"15.62, 15.62, 15.62",ワイドオッズ 馬番5-16,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_5_17,float64,40170,88.41,286,"1.7, 1.7, 1.7",ワイドオッズ 馬番5-17,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_5_18,float64,41392,91.1,222,"3.75, 3.75, 3.75",ワイドオッズ 馬番5-18,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_6_7,float64,453,1.0,1739,"0.21, 0.21, 0.21",ワイドオッズ 馬番6-7,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_6_8,float64,829,1.82,1745,"57.63, 57.63, 57.63",ワイドオッズ 馬番6-8,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_6_9,float64,1703,3.75,1780,"38.76, 38.76, 38.76",ワイドオッズ 馬番6-9,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_6_10,float64,3152,6.94,1744,"22.09, 22.09, 22.09",ワイドオッズ 馬番6-10,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_6_11,float64,5222,11.49,1756,"49.18, 49.18, 49.18",ワイドオッズ 馬番6-11,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_6_12,float64,7607,16.74,1631,"19.19, 19.19, 19.19",ワイドオッズ 馬番6-12,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_6_13,float64,10881,23.95,1580,"10.68, 10.68, 10.68",ワイドオッズ 馬番6-13,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_6_14,float64,13796,30.36,1453,"79.0, 79.0, 79.0",ワイドオッズ 馬番6-14,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_6_15,float64,18446,40.6,1298,"30.35, 30.35, 30.35",ワイドオッズ 馬番6-15,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_6_16,float64,23767,52.31,1082,"40.26, 40.26, 40.26",ワイドオッズ 馬番6-16,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_6_17,float64,40203,88.48,282,"105.35, 105.35, 105.35",ワイドオッズ 馬番6-17,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_6_18,float64,41425,91.17,219,"151.87, 151.87, 151.87",ワイドオッズ 馬番6-18,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_7_8,float64,823,1.81,1722,"2.15, 2.15, 2.15",ワイドオッズ 馬番7-8,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_7_9,float64,1704,3.75,1807,"1.9, 1.9, 1.9",ワイドオッズ 馬番7-9,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_7_10,float64,3139,6.91,1743,"0.36, 0.36, 0.36",ワイドオッズ 馬番7-10,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_7_11,float64,5232,11.51,1712,"1.77, 1.77, 1.77",ワイドオッズ 馬番7-11,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_7_12,float64,7607,16.74,1620,"0.5, 0.5, 0.5",ワイドオッズ 馬番7-12,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_7_13,float64,10881,23.95,1553,"0.3, 0.3, 0.3",ワイドオッズ 馬番7-13,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_7_14,float64,13820,30.42,1444,"2.16, 2.16, 2.16",ワイドオッズ 馬番7-14,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_7_15,float64,18458,40.62,1300,"0.79, 0.79, 0.79",ワイドオッズ 馬番7-15,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_7_16,float64,23766,52.31,1098,"1.0, 1.0, 1.0",ワイドオッズ 馬番7-16,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_7_17,float64,40187,88.45,284,"1.12, 1.12, 1.12",ワイドオッズ 馬番7-17,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_7_18,float64,41409,91.13,219,"2.31, 2.31, 2.31",ワイドオッズ 馬番7-18,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_8_9,float64,1627,3.58,1755,"11.57, 11.57, 11.57",ワイドオッズ 馬番8-9,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_8_10,float64,3068,6.75,1719,"4.14, 4.14, 4.14",ワイドオッズ 馬番8-10,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_8_11,float64,5147,11.33,1727,"14.18, 14.18, 14.18",ワイドオッズ 馬番8-11,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_8_12,float64,7532,16.58,1596,"5.45, 5.45, 5.45",ワイドオッズ 馬番8-12,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_8_13,float64,10784,23.73,1591,"3.59, 3.59, 3.59",ワイドオッズ 馬番8-13,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_8_14,float64,13723,30.2,1451,"28.86, 28.86, 28.86",ワイドオッズ 馬番8-14,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_8_15,float64,18399,40.49,1307,"10.32, 10.32, 10.32",ワイドオッズ 馬番8-15,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_8_16,float64,23720,52.2,1093,"11.98, 11.98, 11.98",ワイドオッズ 馬番8-16,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_8_17,float64,40170,88.41,284,"1.01, 1.01, 1.01",ワイドオッズ 馬番8-17,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_8_18,float64,41392,91.1,216,"2.32, 2.32, 2.32",ワイドオッズ 馬番8-18,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_9_10,float64,3114,6.85,1737,"2.12, 2.12, 2.12",ワイドオッズ 馬番9-10,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_9_11,float64,5184,11.41,1772,"8.98, 8.98, 8.98",ワイドオッズ 馬番9-11,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_9_12,float64,7569,16.66,1618,"3.02, 3.02, 3.02",ワイドオッズ 馬番9-12,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_9_13,float64,10832,23.84,1570,"2.15, 2.15, 2.15",ワイドオッズ 馬番9-13,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_9_14,float64,13771,30.31,1446,"19.47, 19.47, 19.47",ワイドオッズ 馬番9-14,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_9_15,float64,18447,40.6,1317,"4.79, 4.79, 4.79",ワイドオッズ 馬番9-15,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_9_16,float64,23782,52.34,1078,"5.62, 5.62, 5.62",ワイドオッズ 馬番9-16,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_9_17,float64,40187,88.45,289,"21.64, 21.64, 21.64",ワイドオッズ 馬番9-17,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_9_18,float64,41409,91.13,219,"33.3, 33.3, 33.3",ワイドオッズ 馬番9-18,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_10_11,float64,5245,11.54,1719,"2.71, 2.71, 2.71",ワイドオッズ 馬番10-11,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_10_12,float64,7616,16.76,1613,"0.66, 0.66, 0.66",ワイドオッズ 馬番10-12,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_10_13,float64,10857,23.89,1570,"0.48, 0.48, 0.48",ワイドオッズ 馬番10-13,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_10_14,float64,13810,30.39,1444,"4.3, 4.3, 4.3",ワイドオッズ 馬番10-14,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_10_15,float64,18473,40.66,1279,"0.86, 0.86, 0.86",ワイドオッズ 馬番10-15,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_10_16,float64,23780,52.34,1095,"1.44, 1.44, 1.44",ワイドオッズ 馬番10-16,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_10_17,float64,40203,88.48,284,"43.12, 43.12, 43.12",ワイドオッズ 馬番10-17,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_10_18,float64,41409,91.13,221,"77.51, 77.51, 77.51",ワイドオッズ 馬番10-18,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_11_12,float64,7641,16.82,1572,"2.43, 2.43, 2.43",ワイドオッズ 馬番11-12,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_11_13,float64,10905,24.0,1572,"1.42, 1.42, 1.42",ワイドオッズ 馬番11-13,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_11_14,float64,13808,30.39,1443,"12.98, 12.98, 12.98",ワイドオッズ 馬番11-14,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_11_15,float64,18472,40.65,1307,"4.72, 4.72, 4.72",ワイドオッズ 馬番11-15,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_11_16,float64,23765,52.3,1104,"5.24, 5.24, 5.24",ワイドオッズ 馬番11-16,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_11_17,float64,40170,88.41,287,"4.14, 4.14, 4.14",ワイドオッズ 馬番11-17,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_11_18,float64,41392,91.1,220,"9.56, 9.56, 9.56",ワイドオッズ 馬番11-18,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_12_13,float64,10842,23.86,1531,"0.4, 0.4, 0.4",ワイドオッズ 馬番12-13,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_12_14,float64,13781,30.33,1400,"4.67, 4.67, 4.67",ワイドオッズ 馬番12-14,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_12_15,float64,18445,40.59,1257,"1.09, 1.09, 1.09",ワイドオッズ 馬番12-15,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_12_16,float64,23780,52.34,1065,"1.49, 1.49, 1.49",ワイドオッズ 馬番12-16,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_12_17,float64,40187,88.45,282,"30.22, 30.22, 30.22",ワイドオッズ 馬番12-17,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_12_18,float64,41409,91.13,219,"39.69, 39.69, 39.69",ワイドオッズ 馬番12-18,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_13_14,float64,13799,30.37,1429,"3.07, 3.07, 3.07",ワイドオッズ 馬番13-14,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_13_15,float64,18462,40.63,1320,"0.74, 0.74, 0.74",ワイドオッズ 馬番13-15,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_13_16,float64,23783,52.34,1096,"0.91, 0.91, 0.91",ワイドオッズ 馬番13-16,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_13_17,float64,40204,88.48,280,"8.5, 8.5, 8.5",ワイドオッズ 馬番13-17,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_13_18,float64,41426,91.17,220,"20.33, 20.33, 20.33",ワイドオッズ 馬番13-18,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_14_15,float64,18414,40.53,1263,"6.93, 6.93, 6.93",ワイドオッズ 馬番14-15,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_14_16,float64,23735,52.24,1059,"10.31, 10.31, 10.31",ワイドオッズ 馬番14-16,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_14_17,float64,40170,88.41,285,"100.92, 100.92, 100.92",ワイドオッズ 馬番14-17,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_14_18,float64,41392,91.1,224,"163.83, 163.83, 163.83",ワイドオッズ 馬番14-18,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_15_16,float64,23737,52.24,1082,"1.71, 1.71, 1.71",ワイドオッズ 馬番15-16,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_15_17,float64,40187,88.45,289,"1.71, 1.71, 1.71",ワイドオッズ 馬番15-17,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_15_18,float64,41409,91.13,220,"1.48, 1.48, 1.48",ワイドオッズ 馬番15-18,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_16_17,float64,40255,88.6,280,"22.58, 22.58, 22.58",ワイドオッズ 馬番16-17,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_16_18,float64,41477,91.28,218,"20.81, 20.81, 20.81",ワイドオッズ 馬番16-18,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
wide_odds_17_18,float64,41392,91.1,222,"5.6, 5.6, 5.6",ワイドオッズ 馬番17-18,A,keep_nan_candidate,"レース頭数に応じて自然にNaN (出走頭数<max(i,j))",high
sire_id,object,0,0.0,456,"1120002427, 1140006042, 1120002459",種牡馬ID,N,keep_nan_candidate,欠損なし - 完全データ,high
bms_id,object,0,0.0,888,"1120002221, 1140006233, 1120001901",母父ID,N,keep_nan_candidate,欠損なし - 完全データ,high
